Time,CG 1 Volt,CG 2 Volt,CG 3 Volt,CG 4 Volt,CG 5 Volt,CG 6 Volt,CG 7 Volt,CG 8 Volt,CG 9 Volt,CG 10 Volt,CG 11 Volt,CG 12 Volt,CG 13 Volt,CG 14 Volt,CG 15 Volt,CG 16 Volt
2768.2,3.365,3.3687,3.375,3.3712,3.3763,3.3712,3.3775,3.3725,3.3838,3.3788,3.3813,3.3813,3.38,3.3775,3.3763,3.38
2768.4,3.365,3.37,3.375,3.37,3.3763,3.3712,3.3763,3.3738,3.385,3.3775,3.3813,3.3838,3.3775,3.3775,3.3775,3.38
2768.6,3.3638,3.37,3.3763,3.3712,3.3763,3.37,3.3763,3.3725,3.385,3.3775,3.3825,3.3825,3.3775,3.38,3.3775,3.38
2768.8,3.3638,3.3725,3.3763,3.37,3.3763,3.37,3.3775,3.3725,3.3838,3.3788,3.38,3.3825,3.3788,3.3775,3.375,3.3825
2769,3.3638,3.37,3.3738,3.37,3.3775,3.3712,3.3763,3.3738,3.3838,3.3788,3.3813,3.3838,3.3788,3.3775,3.3763,3.3813
2769.2,3.3638,3.37,3.3738,3.37,3.3763,3.3712,3.3775,3.3738,3.3862,3.3788,3.3838,3.3838,3.3775,3.3788,3.3788,3.38
2769.4,3.3638,3.37,3.375,3.3712,3.3763,3.3712,3.3763,3.3725,3.3838,3.3788,3.38,3.3838,3.3788,3.3775,3.3763,3.3825
2769.6,3.365,3.3712,3.375,3.37,3.3763,3.3712,3.3763,3.3725,3.385,3.3763,3.3813,3.3813,3.3775,3.38,3.3763,3.3788
2769.8,3.3638,3.37,3.375,3.37,3.3775,3.3712,3.3775,3.3738,3.3862,3.3775,3.3825,3.3825,3.3775,3.3788,3.3788,3.3813
2770,3.365,3.3687,3.375,3.37,3.3763,3.3712,3.3763,3.3725,3.385,3.3788,3.38,3.3838,3.3788,3.3775,3.3788,3.3813
2770.2,3.365,3.3712,3.3738,3.37,3.3763,3.37,3.3775,3.3725,3.3862,3.3775,3.38,3.3838,3.3775,3.3775,3.3788,3.3813
2770.4,3.3638,3.37,3.375,3.37,3.3763,3.3712,3.3763,3.3738,3.3825,3.3775,3.38,3.3813,3.38,3.3775,3.3763,3.3813
2770.6,3.3638,3.37,3.3738,3.3712,3.3775,3.37,3.3763,3.3725,3.3862,3.3763,3.3825,3.3825,3.3775,3.3788,3.3775,3.38
2770.8,3.3638,3.37,3.375,3.37,3.3775,3.37,3.3763,3.3725,3.385,3.3775,3.3813,3.3825,3.3775,3.3775,3.3788,3.38
2771,3.365,3.3712,3.375,3.37,3.3775,3.3712,3.3763,3.3725,3.385,3.3788,3.38,3.3838,3.3775,3.3763,3.3763,3.38
2771.2,3.3625,3.3712,3.3763,3.37,3.3763,3.3712,3.3775,3.3738,3.3862,3.3775,3.3813,3.3838,3.3775,3.3775,3.3788,3.38
2771.4,3.3638,3.3712,3.3763,3.37,3.3763,3.37,3.3763,3.3725,3.3825,3.3775,3.3813,3.3813,3.3788,3.3775,3.3763,3.38
2771.6,3.3638,3.3712,3.375,3.3712,3.3763,3.3712,3.3775,3.3725,3.385,3.3788,3.3813,3.3838,3.3775,3.3763,3.3775,3.38
2771.8,3.3638,3.37,3.3738,3.37,3.3775,3.3712,3.3763,3.3725,3.3838,3.3788,3.38,3.3838,3.3775,3.3775,3.3763,3.38
2772,3.3638,3.3712,3.375,3.37,3.3763,3.37,3.3763,3.3725,3.3838,3.3763,3.38,3.3813,3.3775,3.3788,3.3763,3.38
2772.2,3.3625,3.37,3.375,3.37,3.3763,3.37,3.3775,3.3738,3.385,3.3763,3.3813,3.3813,3.3763,3.38,3.3775,3.3813
2772.4,3.3638,3.37,3.375,3.37,3.3775,3.3712,3.3763,3.3725,3.385,3.3775,3.3825,3.3825,3.3763,3.3775,3.3763,3.38
2772.6,3.3625,3.37,3.375,3.3687,3.375,3.3712,3.3763,3.3725,3.385,3.3775,3.3813,3.3825,3.3763,3.3775,3.3763,3.38
2772.8,3.3638,3.3712,3.375,3.3712,3.3763,3.3712,3.3763,3.3725,3.3838,3.3763,3.3813,3.3813,3.3775,3.3775,3.3763,3.38
2773,3.3638,3.3712,3.375,3.3712,3.3775,3.3712,3.3763,3.3725,3.385,3.3763,3.3813,3.3813,3.3775,3.3775,3.3763,3.38
2773.2,3.3638,3.3687,3.375,3.3712,3.3763,3.3712,3.3763,3.3725,3.3838,3.3788,3.38,3.3838,3.3775,3.3763,3.3763,3.38
2773.4,3.3638,3.37,3.3738,3.3687,3.3763,3.37,3.3763,3.3712,3.3862,3.3775,3.3825,3.3825,3.3763,3.3775,3.3775,3.38
2773.6,3.3638,3.3687,3.375,3.37,3.3763,3.3725,3.3763,3.3725,3.385,3.3763,3.3825,3.3825,3.3763,3.3775,3.3763,3.38
2773.8,3.3638,3.37,3.375,3.37,3.3763,3.37,3.3763,3.3725,3.3838,3.3763,3.3813,3.3813,3.3775,3.3788,3.3763,3.38
2774,3.3625,3.3712,3.3738,3.3712,3.3763,3.37,3.3763,3.3725,3.3838,3.3788,3.38,3.3825,3.38,3.3775,3.3763,3.3813
2774.2,3.365,3.3712,3.375,3.37,3.3763,3.3712,3.3775,3.3725,3.385,3.3763,3.3813,3.3825,3.3775,3.3775,3.3763,3.38
2774.4,3.3638,3.3712,3.3738,3.37,3.3775,3.3712,3.3775,3.3725,3.3825,3.3775,3.38,3.3813,3.3788,3.3775,3.375,3.38
2774.6,3.3638,3.3712,3.3763,3.37,3.3763,3.37,3.3763,3.3738,3.3825,3.3788,3.38,3.3825,3.3788,3.3775,3.3763,3.38
2774.8,3.3625,3.3712,3.3738,3.3712,3.3763,3.37,3.3763,3.3725,3.385,3.3763,3.3825,3.3825,3.3763,3.3788,3.3763,3.3788
2775,3.3625,3.37,3.375,3.37,3.3763,3.37,3.3775,3.3725,3.3838,3.375,3.3813,3.3813,3.3763,3.3788,3.3763,3.38
2775.2,3.3625,3.3712,3.3763,3.37,3.375,3.37,3.3763,3.3738,3.385,3.3763,3.38,3.3838,3.3775,3.3775,3.3775,3.38
2775.4,3.3638,3.37,3.375,3.37,3.375,3.37,3.375,3.3712,3.3838,3.3763,3.38,3.3813,3.3775,3.3775,3.375,3.38
2775.6,3.3638,3.37,3.375,3.37,3.3763,3.37,3.3763,3.3725,3.3862,3.3775,3.3813,3.3825,3.3775,3.3775,3.3763,3.38
2775.8,3.3625,3.3712,3.3738,3.37,3.3763,3.37,3.3775,3.3725,3.385,3.3788,3.38,3.3838,3.3775,3.3775,3.3763,3.38
2776,3.3638,3.3687,3.375,3.3687,3.3763,3.37,3.3763,3.3738,3.3838,3.3763,3.3813,3.3813,3.3775,3.3775,3.3763,3.38
2776.2,3.3638,3.37,3.375,3.37,3.3763,3.37,3.3763,3.3725,3.3838,3.375,3.3825,3.3825,3.3775,3.3788,3.3763,3.38
2776.4,3.3638,3.37,3.3738,3.37,3.3763,3.3712,3.3775,3.3725,3.3838,3.3763,3.3825,3.3813,3.3775,3.3775,3.3763,3.38
2776.6,3.3638,3.3712,3.3738,3.37,3.3775,3.37,3.3763,3.3725,3.3838,3.3763,3.3813,3.3813,3.3775,3.3775,3.3763,3.38
2776.8,3.3638,3.37,3.375,3.37,3.3763,3.37,3.375,3.3725,3.3838,3.3788,3.38,3.3825,3.3775,3.3775,3.3775,3.38
2777,3.3638,3.37,3.375,3.37,3.3775,3.37,3.375,3.3725,3.3825,3.3763,3.38,3.3813,3.3775,3.3763,3.3763,3.3788
2777.2,3.3638,3.37,3.3738,3.37,3.3763,3.3712,3.3763,3.3712,3.3825,3.3788,3.38,3.3825,3.3775,3.3775,3.3763,3.38
2777.4,3.3625,3.3712,3.375,3.37,3.3763,3.37,3.3775,3.3725,3.385,3.3775,3.38,3.3838,3.3763,3.3763,3.3763,3.3788
2777.6,3.3625,3.37,3.375,3.37,3.3763,3.37,3.375,3.3725,3.385,3.3775,3.3825,3.3825,3.3763,3.3775,3.3763,3.38
2777.8,3.3638,3.37,3.3738,3.37,3.3763,3.3712,3.3775,3.3712,3.3825,3.3763,3.3813,3.3813,3.3775,3.3775,3.3763,3.3813
2778,3.3638,3.3687,3.375,3.3687,3.375,3.3712,3.375,3.3725,3.385,3.3775,3.3813,3.3825,3.3763,3.3775,3.3763,3.3788
2778.2,3.3638,3.3687,3.3738,3.3687,3.3763,3.3712,3.3763,3.3738,3.3838,3.3788,3.38,3.3825,3.3775,3.3775,3.3763,3.3788
2778.4,3.3638,3.37,3.3738,3.3687,3.3763,3.37,3.375,3.3712,3.385,3.3763,3.38,3.3825,3.3775,3.3788,3.3775,3.38
2778.6,3.3638,3.37,3.375,3.3687,3.3763,3.37,3.3763,3.3725,3.385,3.3775,3.3813,3.3825,3.3763,3.3763,3.3763,3.38
2778.8,3.3638,3.37,3.3738,3.37,3.375,3.3712,3.3763,3.3712,3.3838,3.3763,3.3825,3.3813,3.3775,3.3775,3.375,3.38
2779,3.3638,3.37,3.3763,3.37,3.375,3.37,3.3763,3.3725,3.385,3.3775,3.38,3.3825,3.3763,3.3788,3.3763,3.3788
2779.2,3.3625,3.3712,3.375,3.37,3.3763,3.37,3.3763,3.3712,3.385,3.3775,3.3813,3.3825,3.3775,3.3763,3.3763,3.3788
2779.4,3.3625,3.37,3.3738,3.37,3.3763,3.3712,3.3775,3.3725,3.3838,3.3775,3.38,3.3825,3.3775,3.3775,3.3763,3.3788
2779.6,3.3625,3.3675,3.3738,3.3712,3.3763,3.3687,3.375,3.3725,3.3838,3.3763,3.3813,3.3825,3.3775,3.3788,3.3763,3.38
2779.8,3.3638,3.37,3.3738,3.37,3.3763,3.3712,3.3763,3.3712,3.3838,3.3775,3.38,3.3813,3.3775,3.3763,3.375,3.38
2780,3.3638,3.3687,3.3738,3.37,3.375,3.37,3.375,3.3725,3.385,3.3763,3.38,3.3813,3.3775,3.3775,3.3763,3.38
2780.2,3.3638,3.37,3.375,3.3687,3.3763,3.37,3.3763,3.3738,3.3838,3.3775,3.38,3.3813,3.3763,3.3775,3.3763,3.3788
2780.4,3.3638,3.3687,3.375,3.37,3.375,3.37,3.375,3.3725,3.385,3.3763,3.3813,3.3813,3.3775,3.3763,3.375,3.3788
2780.6,3.3625,3.3712,3.375,3.3687,3.3763,3.37,3.375,3.3725,3.3838,3.375,3.38,3.3813,3.3775,3.3775,3.3763,3.38
2780.8,3.3625,3.37,3.3738,3.37,3.3763,3.37,3.3763,3.3725,3.3838,3.3775,3.38,3.3825,3.3775,3.3763,3.375,3.3788
2781,3.365,3.37,3.3738,3.37,3.375,3.3712,3.3763,3.3725,3.385,3.3775,3.38,3.3825,3.3775,3.3788,3.3763,3.3775
2781.2,3.3625,3.3687,3.375,3.3687,3.375,3.37,3.375,3.3725,3.385,3.3763,3.3813,3.3813,3.3775,3.3775,3.3763,3.38
2781.4,3.3638,3.3687,3.3763,3.37,3.375,3.37,3.375,3.3738,3.3838,3.3763,3.3813,3.3813,3.3763,3.3763,3.3763,3.3788
2781.6,3.3638,3.37,3.3738,3.37,3.3763,3.3712,3.375,3.3712,3.385,3.3775,3.3825,3.3825,3.3763,3.3763,3.375,3.3788
2781.8,3.3638,3.3687,3.375,3.37,3.375,3.3712,3.375,3.3712,3.3862,3.3775,3.38,3.3813,3.3775,3.3763,3.3763,3.38
2782,3.3638,3.3687,3.3738,3.37,3.3775,3.37,3.375,3.3712,3.385,3.3775,3.38,3.3825,3.3775,3.3775,3.3763,3.3788
2782.2,3.3625,3.3687,3.3738,3.37,3.375,3.3712,3.3763,3.3712,3.3838,3.3763,3.3813,3.3825,3.3775,3.3775,3.3763,3.38
2782.4,3.3625,3.3687,3.375,3.37,3.375,3.37,3.3763,3.3725,3.3825,3.3775,3.38,3.3813,3.3775,3.3775,3.3763,3.38
2782.6,3.3638,3.3712,3.3738,3.3687,3.375,3.3712,3.375,3.3725,3.3838,3.3763,3.3813,3.3813,3.3775,3.3775,3.375,3.38
2782.8,3.3638,3.37,3.375,3.3687,3.375,3.37,3.375,3.3712,3.3825,3.375,3.38,3.38,3.3763,3.3763,3.375,3.3788
2783,3.3625,3.37,3.375,3.3687,3.375,3.37,3.3775,3.3725,3.3825,3.38,3.38,3.3813,3.3775,3.3763,3.3763,3.3788
2783.2,3.3625,3.37,3.3738,3.3687,3.3763,3.37,3.375,3.3712,3.3825,3.3775,3.38,3.3825,3.3775,3.3775,3.3763,3.3788
2783.4,3.3638,3.37,3.375,3.3687,3.375,3.37,3.375,3.3712,3.3825,3.3775,3.38,3.3813,3.3763,3.3775,3.3775,3.3788
2783.6,3.3625,3.3687,3.3738,3.3687,3.3763,3.37,3.375,3.3712,3.385,3.3763,3.38,3.3813,3.3763,3.3763,3.375,3.38
2783.8,3.3625,3.3687,3.3738,3.3687,3.3763,3.37,3.3763,3.3712,3.3825,3.3775,3.38,3.3838,3.3775,3.3788,3.3763,3.3788
2784,3.3625,3.3687,3.375,3.3687,3.375,3.3712,3.375,3.3725,3.385,3.3775,3.3813,3.3813,3.3775,3.3775,3.375,3.3788
2784.2,3.3625,3.37,3.375,3.37,3.375,3.37,3.375,3.3725,3.3838,3.3763,3.38,3.3813,3.3763,3.3775,3.375,3.3775
2784.4,3.3625,3.37,3.3738,3.37,3.3763,3.3687,3.3763,3.3712,3.3813,3.3763,3.3813,3.3813,3.3775,3.3763,3.3763,3.3788
2784.6,3.3613,3.37,3.3738,3.3687,3.3763,3.3687,3.3775,3.3725,3.3838,3.3763,3.38,3.3813,3.3763,3.3763,3.375,3.3788
2784.8,3.3625,3.3687,3.375,3.37,3.375,3.3687,3.375,3.3725,3.3838,3.3775,3.3813,3.3813,3.3763,3.3775,3.375,3.38
2785,3.3625,3.37,3.3738,3.3687,3.3763,3.37,3.375,3.3712,3.3825,3.3763,3.38,3.3813,3.3763,3.3763,3.3763,3.38
2785.2,3.3638,3.37,3.375,3.37,3.3763,3.37,3.375,3.3712,3.385,3.3763,3.38,3.3813,3.3763,3.3775,3.375,3.3788
2785.4,3.3638,3.3675,3.3738,3.3687,3.3763,3.3712,3.375,3.3712,3.3838,3.3775,3.3813,3.3825,3.3775,3.3775,3.3763,3.3788
2785.6,3.3638,3.37,3.3738,3.3687,3.375,3.37,3.3738,3.3712,3.3838,3.375,3.38,3.3813,3.3775,3.3763,3.375,3.3788
2785.8,3.3625,3.3687,3.3738,3.3687,3.375,3.3712,3.3763,3.3725,3.3838,3.3763,3.3813,3.3813,3.3775,3.3763,3.375,3.3788
2786,3.3638,3.3687,3.3738,3.3687,3.375,3.3687,3.3738,3.3725,3.3825,3.375,3.38,3.38,3.3763,3.3763,3.3763,3.3788
2786.2,3.3625,3.3687,3.3738,3.3675,3.375,3.37,3.3763,3.3725,3.3825,3.3763,3.38,3.38,3.3763,3.3763,3.3763,3.3788
2786.4,3.3613,3.3687,3.3738,3.37,3.3763,3.37,3.375,3.3725,3.3825,3.3775,3.38,3.3813,3.3775,3.3775,3.3763,3.3775
2786.6,3.3625,3.37,3.3725,3.3687,3.3763,3.37,3.375,3.3712,3.3838,3.3763,3.38,3.3825,3.3763,3.3775,3.375,3.3775
2786.8,3.3638,3.3675,3.3738,3.3687,3.375,3.3712,3.375,3.3725,3.3838,3.3763,3.38,3.3813,3.3763,3.3788,3.375,3.3788
2787,3.3638,3.3687,3.3738,3.3687,3.375,3.37,3.3763,3.3712,3.3825,3.3763,3.38,3.3813,3.3775,3.3763,3.3763,3.3788
2787.2,3.3625,3.3687,3.375,3.3687,3.3763,3.3687,3.375,3.3725,3.3838,3.3763,3.38,3.3813,3.3763,3.3763,3.375,3.38
2787.4,3.3638,3.37,3.3738,3.3687,3.3763,3.37,3.375,3.3712,3.3825,3.3775,3.3788,3.3813,3.3763,3.3763,3.375,3.3775
2787.6,3.3638,3.37,3.3738,3.3687,3.3763,3.3712,3.3763,3.37,3.3825,3.3763,3.38,3.3813,3.3763,3.3763,3.3775,3.3788
2787.8,3.3638,3.3687,3.3738,3.3687,3.3763,3.37,3.375,3.3725,3.385,3.3763,3.38,3.3813,3.3763,3.3775,3.375,3.3775
2788,3.3638,3.3687,3.3738,3.37,3.375,3.37,3.375,3.3712,3.3838,3.3763,3.38,3.3813,3.3775,3.3775,3.375,3.38
2788.2,3.3638,3.3687,3.3725,3.3675,3.3763,3.3712,3.3763,3.37,3.3838,3.375,3.38,3.38,3.3763,3.3763,3.375,3.3813
2788.4,3.3638,3.3687,3.3725,3.37,3.375,3.3687,3.375,3.3712,3.3813,3.3775,3.38,3.3813,3.3775,3.3775,3.3763,3.3788
2788.6,3.3613,3.3687,3.3738,3.3687,3.375,3.37,3.375,3.3712,3.3838,3.3763,3.38,3.3813,3.3775,3.3775,3.375,3.3788
2788.8,3.3625,3.3687,3.3738,3.3675,3.3763,3.3675,3.375,3.3712,3.3838,3.3763,3.38,3.3813,3.3763,3.3775,3.375,3.3775
2789,3.3625,3.37,3.3738,3.3687,3.375,3.3687,3.375,3.37,3.3813,3.3763,3.38,3.3813,3.3775,3.3763,3.3775,3.3788
2789.2,3.3625,3.3687,3.3738,3.3687,3.3763,3.3687,3.375,3.3712,3.3838,3.3763,3.38,3.3813,3.3763,3.3775,3.375,3.3775
2789.4,3.3625,3.3687,3.375,3.3675,3.375,3.3687,3.3763,3.3712,3.3825,3.3763,3.3788,3.3813,3.375,3.3763,3.3763,3.3788
2789.6,3.3625,3.3687,3.375,3.3675,3.3738,3.3687,3.375,3.3725,3.3813,3.3775,3.38,3.3813,3.3763,3.3763,3.375,3.3775
2789.8,3.365,3.3687,3.3738,3.3687,3.375,3.3712,3.375,3.3712,3.3838,3.375,3.38,3.38,3.3763,3.3763,3.375,3.38
2790,3.3625,3.37,3.3738,3.3687,3.375,3.3687,3.375,3.37,3.3838,3.375,3.38,3.3813,3.3775,3.3775,3.375,3.3813
2790.2,3.3638,3.37,3.3738,3.3687,3.375,3.37,3.375,3.37,3.3813,3.3763,3.38,3.3813,3.3763,3.3763,3.3763,3.3788
2790.4,3.3638,3.3687,3.3725,3.3687,3.375,3.3712,3.375,3.37,3.3825,3.3763,3.38,3.3825,3.3763,3.3763,3.3775,3.3788
2790.6,3.3625,3.3675,3.3738,3.37,3.375,3.3712,3.375,3.3712,3.3825,3.375,3.38,3.3813,3.3763,3.3763,3.375,3.38
2790.8,3.3613,3.3687,3.3725,3.3687,3.375,3.37,3.375,3.3712,3.3838,3.3763,3.38,3.38,3.3763,3.3763,3.375,3.3775
2791,3.3625,3.3687,3.3738,3.3687,3.375,3.37,3.375,3.3712,3.3825,3.375,3.3788,3.3813,3.3763,3.3763,3.3763,3.38
2791.2,3.3638,3.3687,3.3725,3.3675,3.375,3.37,3.375,3.3712,3.385,3.3763,3.38,3.3813,3.3763,3.3763,3.375,3.3788
2791.4,3.3613,3.3712,3.3738,3.3687,3.375,3.3687,3.375,3.3712,3.3838,3.3763,3.38,3.3813,3.3763,3.3775,3.3763,3.3775
2791.6,3.3625,3.3675,3.3738,3.37,3.375,3.37,3.3738,3.3712,3.385,3.3763,3.38,3.38,3.3763,3.3763,3.375,3.3788
2791.8,3.3638,3.3687,3.3725,3.3687,3.375,3.3687,3.375,3.3712,3.3838,3.3763,3.38,3.38,3.3763,3.3775,3.375,3.3788
2792,3.3625,3.3687,3.3725,3.3687,3.375,3.37,3.375,3.37,3.3838,3.3775,3.38,3.3813,3.3763,3.3763,3.375,3.3775
2792.2,3.3625,3.3675,3.3738,3.3687,3.375,3.3687,3.375,3.3712,3.3825,3.3763,3.38,3.3813,3.3763,3.3775,3.375,3.3763
2792.4,3.3638,3.3675,3.375,3.3687,3.375,3.37,3.3738,3.37,3.3825,3.3763,3.38,3.3825,3.3763,3.3763,3.3763,3.3788
2792.6,3.3638,3.3687,3.3725,3.3687,3.3738,3.37,3.375,3.3712,3.3813,3.375,3.3788,3.38,3.3775,3.3763,3.3738,3.3788
2792.8,3.3625,3.3675,3.3738,3.3687,3.3763,3.3687,3.3738,3.3712,3.3838,3.375,3.3788,3.38,3.3763,3.3763,3.375,3.38
2793,3.3625,3.3687,3.3738,3.3687,3.3738,3.3687,3.3738,3.3712,3.3838,3.375,3.3788,3.3813,3.3763,3.3763,3.375,3.38
2793.2,3.3638,3.3687,3.3738,3.3687,3.3738,3.3687,3.3738,3.3712,3.3813,3.3763,3.38,3.3813,3.3763,3.375,3.375,3.3775
2793.4,3.3625,3.3687,3.3725,3.37,3.375,3.37,3.375,3.37,3.3825,3.3763,3.3813,3.38,3.3763,3.3763,3.3763,3.3775
2793.6,3.3613,3.3675,3.3738,3.37,3.375,3.3675,3.375,3.3712,3.3825,3.375,3.38,3.38,3.375,3.3788,3.375,3.3775
2793.8,3.3625,3.3687,3.3725,3.3675,3.375,3.3687,3.375,3.3712,3.3813,3.3775,3.38,3.3813,3.3763,3.3763,3.3763,3.3788
2794,3.3613,3.3675,3.3725,3.3687,3.375,3.37,3.375,3.3712,3.3838,3.3763,3.3788,3.38,3.375,3.3763,3.375,3.3775
2794.2,3.3625,3.3687,3.3738,3.3675,3.375,3.3687,3.3763,3.37,3.3813,3.375,3.38,3.3825,3.3763,3.3763,3.3763,3.3788
2794.4,3.3613,3.3687,3.375,3.3687,3.375,3.3687,3.3738,3.3712,3.3825,3.375,3.3813,3.38,3.375,3.3775,3.375,3.3763
2794.6,3.3625,3.3687,3.3738,3.3675,3.375,3.3687,3.375,3.37,3.3825,3.3763,3.38,3.38,3.375,3.375,3.3763,3.3788
2794.8,3.3625,3.3687,3.3725,3.3687,3.375,3.37,3.3738,3.37,3.3813,3.375,3.3788,3.38,3.3763,3.3763,3.3763,3.3788
2795,3.3625,3.3687,3.3725,3.3687,3.375,3.37,3.375,3.3725,3.3838,3.3763,3.38,3.38,3.375,3.3775,3.375,3.3775
2795.2,3.3613,3.3687,3.3738,3.37,3.375,3.3687,3.3738,3.3712,3.3825,3.3763,3.3788,3.3813,3.3763,3.375,3.375,3.3788
2795.4,3.3625,3.3675,3.3738,3.3687,3.375,3.3687,3.375,3.3712,3.3825,3.375,3.3788,3.38,3.3775,3.3763,3.3738,3.38
2795.6,3.3613,3.3687,3.3725,3.3687,3.375,3.3687,3.3763,3.3712,3.3825,3.3763,3.3788,3.38,3.3775,3.3763,3.3738,3.3788
2795.8,3.3625,3.3675,3.3725,3.3687,3.375,3.3687,3.3738,3.37,3.3825,3.3763,3.3775,3.3813,3.3763,3.375,3.375,3.38
2796,3.3625,3.3687,3.3725,3.3675,3.375,3.3712,3.375,3.37,3.3825,3.3763,3.3788,3.3788,3.3763,3.375,3.3738,3.3788
2796.2,3.3625,3.3675,3.3725,3.3675,3.375,3.3687,3.3738,3.3712,3.385,3.3763,3.3813,3.3813,3.375,3.3763,3.3763,3.3775
2796.4,3.3625,3.37,3.3725,3.3687,3.3738,3.37,3.375,3.3712,3.3838,3.3763,3.3813,3.38,3.375,3.3763,3.3763,3.3775
2796.6,3.3625,3.3675,3.3738,3.3687,3.3738,3.3687,3.375,3.3712,3.3825,3.375,3.38,3.38,3.375,3.3775,3.375,3.3775
2796.8,3.3625,3.3675,3.3738,3.3687,3.3738,3.3687,3.3738,3.37,3.3825,3.375,3.3788,3.3813,3.3763,3.375,3.3763,3.3788
2797,3.3613,3.3687,3.375,3.3675,3.375,3.3687,3.375,3.37,3.3825,3.375,3.38,3.3813,3.375,3.375,3.3763,3.3763
2797.2,3.3613,3.3675,3.3738,3.3687,3.375,3.37,3.3738,3.37,3.3825,3.3763,3.3788,3.3813,3.3775,3.375,3.3738,3.38
2797.4,3.3625,3.3675,3.3738,3.3687,3.375,3.37,3.3738,3.3712,3.3813,3.3763,3.3788,3.3788,3.3775,3.3763,3.3738,3.3775
2797.6,3.3613,3.3687,3.3738,3.3675,3.375,3.3675,3.375,3.37,3.3813,3.3763,3.3788,3.3788,3.3775,3.3763,3.3738,3.3775
2797.8,3.3625,3.3687,3.3725,3.3675,3.375,3.3687,3.3763,3.3712,3.3825,3.3763,3.3788,3.38,3.3775,3.3763,3.3738,3.38
2798,3.3638,3.3675,3.3725,3.3687,3.375,3.37,3.3738,3.37,3.3825,3.3763,3.3788,3.3788,3.3763,3.3763,3.3725,3.3775
2798.2,3.36,3.3687,3.3725,3.37,3.375,3.3687,3.3738,3.3712,3.3838,3.375,3.3813,3.38,3.375,3.3763,3.375,3.3788
2798.4,3.3613,3.3675,3.3725,3.37,3.375,3.3687,3.3738,3.3712,3.3838,3.375,3.3788,3.38,3.3763,3.3775,3.375,3.3775
2798.6,3.3613,3.3687,3.3738,3.3675,3.3738,3.37,3.375,3.37,3.3813,3.3763,3.3788,3.3825,3.3763,3.375,3.375,3.3788
2798.8,3.3613,3.3675,3.3725,3.3675,3.375,3.3687,3.3738,3.3687,3.3813,3.3738,3.38,3.38,3.375,3.3775,3.375,3.3775
2799,3.3613,3.3687,3.3712,3.3675,3.375,3.37,3.375,3.37,3.3825,3.3763,3.3813,3.38,3.375,3.3775,3.3763,3.3775
2799.2,3.3625,3.3675,3.3712,3.3687,3.375,3.37,3.3738,3.3712,3.3825,3.3738,3.38,3.38,3.375,3.3775,3.3738,3.3763
2799.4,3.3625,3.3675,3.3738,3.3687,3.3738,3.3687,3.3738,3.3712,3.38,3.375,3.3788,3.38,3.3763,3.3763,3.3763,3.3788
2799.6,3.3613,3.3687,3.3738,3.3675,3.3738,3.3675,3.375,3.37,3.3838,3.3763,3.3788,3.3813,3.375,3.375,3.3763,3.3788
2799.8,3.3625,3.3675,3.3725,3.3687,3.375,3.3687,3.3738,3.37,3.3825,3.3738,3.38,3.38,3.375,3.3763,3.375,3.38
2800,3.3625,3.3687,3.3725,3.3675,3.3738,3.37,3.3738,3.37,3.3813,3.3763,3.3775,3.3813,3.375,3.375,3.375,3.3775
2800.2,3.3625,3.3675,3.3725,3.3675,3.3738,3.3687,3.3738,3.3712,3.3825,3.3738,3.3788,3.38,3.375,3.3763,3.375,3.38
2800.4,3.3613,3.3675,3.3712,3.3675,3.375,3.3687,3.375,3.3687,3.3838,3.375,3.38,3.3813,3.3763,3.375,3.375,3.3775
2800.6,3.3613,3.3675,3.3725,3.3675,3.3763,3.3687,3.375,3.3687,3.38,3.3775,3.3775,3.38,3.3775,3.3763,3.375,3.3788
2800.8,3.3625,3.3687,3.3712,3.3687,3.375,3.3687,3.3738,3.37,3.3813,3.3763,3.3775,3.3813,3.375,3.375,3.375,3.3788
2801,3.3625,3.3687,3.3725,3.3687,3.3738,3.3687,3.3738,3.3712,3.3838,3.3763,3.3788,3.3813,3.3763,3.375,3.375,3.3775
2801.2,3.3625,3.3687,3.3725,3.3687,3.375,3.3687,3.375,3.37,3.3838,3.3763,3.38,3.3813,3.375,3.3763,3.375,3.3775
2801.4,3.3625,3.3675,3.3725,3.3687,3.3738,3.3687,3.3738,3.37,3.3813,3.3738,3.3788,3.3788,3.3763,3.3763,3.3738,3.3775
2801.6,3.3613,3.3675,3.3725,3.37,3.3738,3.37,3.3725,3.37,3.3825,3.375,3.38,3.38,3.375,3.3763,3.375,3.3775
2801.8,3.3613,3.3675,3.3712,3.3675,3.3738,3.3687,3.3738,3.37,3.3813,3.375,3.38,3.38,3.3738,3.3763,3.3738,3.3763
2802,3.3613,3.3662,3.3725,3.3675,3.375,3.3675,3.3738,3.3687,3.3813,3.3775,3.3775,3.38,3.375,3.3763,3.3738,3.3788
2802.2,3.3625,3.3675,3.3725,3.3687,3.3738,3.3687,3.3738,3.3712,3.3813,3.375,3.3788,3.38,3.3775,3.3763,3.3738,3.3788
2802.4,3.3613,3.3675,3.3725,3.3687,3.375,3.3687,3.375,3.37,3.3813,3.3763,3.3775,3.3813,3.3775,3.375,3.3738,3.3788
2802.6,3.3638,3.3687,3.3725,3.3675,3.3738,3.3687,3.3738,3.37,3.3813,3.3738,3.3788,3.3788,3.375,3.3763,3.3738,3.3775
