Time,CG 1 Volt,CG 2 Volt,CG 3 Volt,CG 4 Volt,CG 5 Volt,CG 6 Volt,CG 7 Volt,CG 8 Volt,CG 9 Volt,CG 10 Volt,CG 11 Volt,CG 12 Volt,CG 13 Volt,CG 14 Volt,CG 15 Volt,CG 16 Volt
4257.8,3.385,3.3763,3.3925,3.3838,3.3975,3.38,3.3838,3.3763,3.41,3.3862,3.3938,3.4163,3.4075,3.3975,3.4138,3.4163
4258,3.385,3.3763,3.3925,3.3838,3.3963,3.3813,3.3825,3.3763,3.4112,3.3838,3.3975,3.415,3.4062,3.3988,3.4138,3.4163
4258.2,3.3862,3.3763,3.3938,3.385,3.3963,3.3825,3.3813,3.375,3.4112,3.3838,3.3975,3.415,3.4075,3.3988,3.4125,3.4163
4258.4,3.385,3.3763,3.3925,3.3838,3.3963,3.3813,3.3838,3.3763,3.41,3.3838,3.3963,3.415,3.4075,3.3988,3.4138,3.4163
4258.6,3.3862,3.3763,3.3925,3.385,3.3975,3.3813,3.3838,3.375,3.4112,3.3862,3.3963,3.4163,3.4075,3.4,3.4138,3.415
4258.8,3.385,3.375,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.4112,3.3838,3.3963,3.415,3.4075,3.4,3.4138,3.4163
4259,3.385,3.3763,3.3925,3.385,3.3975,3.3825,3.3838,3.3763,3.4112,3.3838,3.395,3.415,3.4075,3.4,3.4138,3.415
4259.2,3.385,3.375,3.3925,3.385,3.3975,3.3813,3.3813,3.3763,3.41,3.385,3.395,3.4163,3.4075,3.3975,3.4138,3.4175
4259.4,3.385,3.375,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.4112,3.3862,3.395,3.415,3.4062,3.3988,3.415,3.415
4259.6,3.3862,3.375,3.3925,3.385,3.3975,3.3813,3.3825,3.375,3.41,3.3825,3.3963,3.415,3.4075,3.3988,3.4125,3.4163
4259.8,3.385,3.375,3.3925,3.3862,3.3963,3.3825,3.3825,3.3763,3.41,3.385,3.395,3.4163,3.4075,3.3975,3.4138,3.415
4260,3.385,3.375,3.3925,3.3862,3.3963,3.3813,3.3825,3.375,3.4087,3.3862,3.395,3.415,3.4075,3.3988,3.4138,3.415
4260.2,3.385,3.375,3.3925,3.3838,3.3963,3.3813,3.3825,3.3763,3.4112,3.3838,3.395,3.415,3.4075,3.4,3.4138,3.415
4260.4,3.3875,3.3763,3.3925,3.385,3.3963,3.3825,3.3838,3.375,3.41,3.3838,3.3975,3.415,3.4075,3.4013,3.4138,3.415
4260.6,3.385,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.41,3.385,3.395,3.415,3.4062,3.4,3.4138,3.415
4260.8,3.385,3.375,3.3938,3.385,3.395,3.3813,3.3825,3.3763,3.41,3.385,3.395,3.4163,3.4075,3.3975,3.415,3.4163
4261,3.385,3.3763,3.3925,3.385,3.3963,3.3813,3.3825,3.375,3.41,3.3838,3.3975,3.415,3.4062,3.3988,3.4138,3.415
4261.2,3.3862,3.3763,3.3925,3.3838,3.3975,3.3813,3.3825,3.3763,3.4112,3.3838,3.3963,3.415,3.4062,3.3988,3.4125,3.4175
4261.4,3.3862,3.375,3.3925,3.385,3.3963,3.3825,3.3813,3.375,3.4112,3.3838,3.3975,3.415,3.4062,3.4,3.4138,3.4163
4261.6,3.385,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3763,3.41,3.3862,3.3963,3.4163,3.4075,3.3988,3.4138,3.4163
4261.8,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3825,3.375,3.4112,3.385,3.395,3.415,3.4075,3.4,3.4138,3.415
4262,3.385,3.375,3.3925,3.385,3.3963,3.38,3.3825,3.3763,3.4125,3.385,3.3963,3.415,3.4075,3.3988,3.4138,3.4163
4262.2,3.385,3.375,3.3925,3.3838,3.3975,3.3825,3.3825,3.3763,3.4087,3.3862,3.3963,3.415,3.4075,3.3988,3.415,3.4163
4262.4,3.3862,3.375,3.3925,3.385,3.3975,3.38,3.3825,3.375,3.41,3.3838,3.3963,3.415,3.4075,3.3988,3.4125,3.4175
4262.6,3.385,3.375,3.3925,3.3862,3.3963,3.3813,3.3825,3.375,3.4087,3.3838,3.395,3.4138,3.4087,3.4,3.4125,3.4163
4262.8,3.385,3.375,3.3925,3.385,3.3963,3.3838,3.3825,3.375,3.4087,3.3862,3.395,3.415,3.4075,3.3988,3.415,3.4163
4263,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.41,3.385,3.395,3.4175,3.4075,3.3988,3.4138,3.4163
4263.2,3.3838,3.375,3.3925,3.385,3.3988,3.3813,3.3813,3.3763,3.41,3.3862,3.395,3.4163,3.4075,3.4,3.4138,3.4163
4263.4,3.385,3.3763,3.3925,3.3838,3.3975,3.3813,3.3825,3.3775,3.41,3.385,3.395,3.415,3.4087,3.4,3.4138,3.4163
4263.6,3.385,3.3763,3.3925,3.385,3.3963,3.3813,3.3838,3.3775,3.4112,3.3838,3.3975,3.415,3.4062,3.4,3.4138,3.415
4263.8,3.385,3.375,3.3925,3.385,3.3963,3.3825,3.3825,3.3763,3.41,3.385,3.395,3.415,3.4075,3.4,3.4138,3.415
4264,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3838,3.3763,3.4087,3.385,3.395,3.4125,3.4087,3.4,3.4138,3.4163
4264.2,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3813,3.375,3.41,3.3838,3.395,3.415,3.4075,3.3988,3.4163,3.4163
4264.4,3.385,3.3763,3.3925,3.385,3.3988,3.3813,3.3825,3.375,3.4087,3.3862,3.395,3.415,3.4075,3.3988,3.4138,3.4163
4264.6,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.375,3.41,3.385,3.395,3.4163,3.4075,3.3975,3.415,3.4163
4264.8,3.385,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.41,3.3838,3.3963,3.415,3.4075,3.3988,3.4125,3.4175
4265,3.385,3.3738,3.3938,3.385,3.3963,3.3813,3.3825,3.3775,3.4112,3.385,3.395,3.4163,3.4075,3.4,3.4138,3.415
4265.2,3.385,3.3763,3.3925,3.385,3.3963,3.3825,3.3838,3.375,3.41,3.385,3.3975,3.415,3.4062,3.3988,3.415,3.4163
4265.4,3.385,3.375,3.3925,3.3862,3.3975,3.3813,3.3825,3.375,3.4112,3.3838,3.3963,3.4163,3.4087,3.4,3.4125,3.4163
4265.6,3.385,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3763,3.41,3.3862,3.3963,3.4163,3.4087,3.4,3.4163,3.4163
4265.8,3.385,3.375,3.3938,3.385,3.3963,3.38,3.3825,3.3763,3.4125,3.385,3.3963,3.415,3.4075,3.3988,3.4138,3.415
4266,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3825,3.3763,3.41,3.385,3.395,3.4163,3.4075,3.4,3.415,3.4163
4266.2,3.385,3.375,3.3925,3.3838,3.3975,3.3813,3.3825,3.375,3.4112,3.3838,3.3963,3.415,3.4062,3.3988,3.415,3.415
4266.4,3.385,3.3738,3.3925,3.3838,3.3963,3.3825,3.3838,3.375,3.4087,3.3862,3.3938,3.415,3.4087,3.3988,3.4138,3.4163
4266.6,3.385,3.3763,3.3912,3.385,3.3963,3.3813,3.3825,3.375,3.4112,3.385,3.3963,3.415,3.4087,3.3988,3.4138,3.4163
4266.8,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.4112,3.3838,3.3963,3.415,3.4075,3.4,3.4138,3.4163
4267,3.3862,3.3763,3.3925,3.385,3.3963,3.3813,3.3838,3.3763,3.4087,3.3838,3.3963,3.4138,3.4075,3.3988,3.4138,3.4175
4267.2,3.3862,3.3763,3.3925,3.385,3.3975,3.38,3.3825,3.375,3.41,3.3825,3.3963,3.415,3.4075,3.4013,3.4138,3.4163
4267.4,3.3862,3.375,3.3925,3.385,3.3963,3.3838,3.3813,3.3763,3.41,3.385,3.3963,3.4138,3.4075,3.3988,3.4138,3.4163
4267.6,3.385,3.3763,3.3925,3.385,3.3988,3.3813,3.3825,3.3763,3.4112,3.385,3.395,3.4163,3.4075,3.3988,3.4138,3.415
4267.8,3.385,3.375,3.3938,3.3862,3.3975,3.3813,3.3825,3.3763,3.41,3.3838,3.3963,3.415,3.4062,3.4013,3.415,3.415
4268,3.3862,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.4112,3.3838,3.3963,3.415,3.4075,3.4,3.4138,3.4175
4268.2,3.385,3.375,3.3925,3.385,3.3963,3.3825,3.3838,3.3763,3.41,3.3838,3.3975,3.415,3.4062,3.3988,3.415,3.4163
4268.4,3.385,3.3763,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.4112,3.3838,3.3963,3.415,3.4087,3.4,3.4138,3.4163
4268.6,3.385,3.3763,3.3925,3.3862,3.3963,3.3825,3.3825,3.375,3.4112,3.385,3.3963,3.4163,3.4075,3.4,3.4138,3.415
4268.8,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3825,3.375,3.4087,3.3862,3.395,3.4138,3.4087,3.3988,3.4138,3.4175
4269,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3838,3.3763,3.4112,3.3838,3.395,3.4175,3.4075,3.3988,3.4163,3.4163
4269.2,3.3862,3.375,3.3925,3.385,3.3963,3.3825,3.3825,3.3763,3.41,3.3862,3.395,3.415,3.4075,3.3988,3.4138,3.4163
4269.4,3.3862,3.3763,3.3925,3.3838,3.3963,3.3825,3.3825,3.3763,3.4112,3.3838,3.3963,3.4163,3.4087,3.4,3.4138,3.4175
4269.6,3.3838,3.375,3.3912,3.385,3.3975,3.3813,3.3825,3.3763,3.4087,3.3825,3.3963,3.415,3.4087,3.4,3.4138,3.4163
4269.8,3.385,3.3763,3.3925,3.385,3.3988,3.3813,3.3825,3.3763,3.41,3.3862,3.3963,3.4163,3.4075,3.4,3.4138,3.415
4270,3.3862,3.375,3.3925,3.385,3.3988,3.3813,3.3838,3.375,3.41,3.385,3.3963,3.415,3.4075,3.3988,3.415,3.4163
4270.2,3.385,3.375,3.3912,3.385,3.3975,3.3825,3.3838,3.3763,3.4112,3.385,3.3963,3.4163,3.4075,3.4,3.4138,3.415
4270.4,3.385,3.375,3.3925,3.385,3.3988,3.3813,3.3838,3.375,3.4112,3.385,3.3963,3.415,3.4075,3.4,3.4138,3.4163
4270.6,3.385,3.3763,3.3925,3.385,3.3963,3.3813,3.3825,3.3763,3.4112,3.385,3.3963,3.415,3.4075,3.3988,3.4138,3.415
4270.8,3.3862,3.375,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.4087,3.3862,3.395,3.415,3.4075,3.4,3.4138,3.4163
4271,3.3862,3.3763,3.3938,3.3838,3.3975,3.3825,3.3825,3.3763,3.4087,3.3862,3.395,3.415,3.4075,3.3988,3.415,3.4163
4271.2,3.385,3.375,3.3925,3.3862,3.3975,3.3825,3.3813,3.3763,3.4112,3.3838,3.3975,3.415,3.4075,3.4013,3.4138,3.4163
4271.4,3.385,3.375,3.3912,3.385,3.3963,3.3825,3.3838,3.375,3.41,3.385,3.395,3.4138,3.4075,3.3988,3.4138,3.4163
4271.6,3.385,3.3763,3.3938,3.385,3.3975,3.3813,3.3813,3.3775,3.4112,3.3838,3.3963,3.4163,3.4075,3.4,3.4138,3.4163
4271.8,3.385,3.3763,3.3925,3.3862,3.3975,3.3825,3.3825,3.375,3.41,3.3838,3.3975,3.415,3.4062,3.4013,3.4138,3.4163
4272,3.3862,3.375,3.3938,3.385,3.3963,3.3825,3.3825,3.3763,3.4112,3.385,3.3975,3.415,3.4075,3.4,3.4138,3.4163
4272.2,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.4112,3.3875,3.395,3.4163,3.4075,3.3988,3.4138,3.4163
4272.4,3.385,3.3763,3.3925,3.385,3.3963,3.3813,3.3825,3.3763,3.41,3.3862,3.395,3.4163,3.4087,3.4,3.4138,3.4163
4272.6,3.3862,3.3763,3.3925,3.385,3.3975,3.3825,3.3813,3.375,3.41,3.3838,3.3975,3.415,3.4062,3.4013,3.4138,3.415
4272.8,3.3862,3.3763,3.3938,3.385,3.3963,3.3825,3.3825,3.3763,3.41,3.385,3.395,3.4163,3.4075,3.3988,3.4138,3.4163
4273,3.3862,3.3763,3.3925,3.385,3.3975,3.3825,3.3825,3.3763,3.4112,3.3862,3.395,3.4163,3.4087,3.3988,3.4125,3.4175
4273.2,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3813,3.375,3.4112,3.3862,3.395,3.415,3.4087,3.3988,3.4138,3.4188
4273.4,3.3862,3.3763,3.3925,3.385,3.3975,3.3825,3.3825,3.3763,3.41,3.3838,3.3963,3.415,3.4075,3.3988,3.4138,3.4188
4273.6,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3825,3.3763,3.4112,3.3838,3.3975,3.415,3.4062,3.4013,3.415,3.4163
4273.8,3.385,3.3763,3.3938,3.385,3.3975,3.3825,3.3838,3.3763,3.4112,3.385,3.3975,3.4163,3.4075,3.3988,3.4125,3.4163
4274,3.385,3.375,3.3938,3.385,3.3975,3.3813,3.3825,3.3763,3.4112,3.385,3.3963,3.415,3.4075,3.3988,3.4138,3.415
4274.2,3.3862,3.3763,3.3938,3.385,3.3963,3.3813,3.3825,3.3763,3.41,3.3825,3.3963,3.415,3.4075,3.4013,3.4138,3.4163
4274.4,3.385,3.375,3.3925,3.3838,3.3975,3.3825,3.3838,3.3775,3.41,3.385,3.3975,3.4163,3.4075,3.4013,3.4138,3.415
4274.6,3.385,3.375,3.3925,3.385,3.3963,3.3813,3.3838,3.3763,3.41,3.385,3.3963,3.4163,3.41,3.4,3.4138,3.4175
4274.8,3.3862,3.3763,3.3925,3.385,3.3963,3.3825,3.3838,3.3763,3.41,3.385,3.3963,3.4138,3.4087,3.4,3.415,3.4163
4275,3.3862,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.4125,3.385,3.3963,3.4163,3.4075,3.4013,3.4138,3.415
4275.2,3.385,3.3763,3.3938,3.385,3.3975,3.3825,3.3825,3.375,3.4125,3.385,3.3963,3.4163,3.4075,3.3988,3.415,3.4163
4275.4,3.385,3.375,3.3925,3.385,3.3988,3.3813,3.3825,3.3763,3.4087,3.3862,3.395,3.415,3.4075,3.3988,3.415,3.4163
4275.6,3.385,3.375,3.3925,3.3862,3.3975,3.3825,3.3838,3.375,3.4112,3.385,3.395,3.4138,3.4087,3.4,3.4138,3.4163
4275.8,3.3862,3.375,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.41,3.3838,3.3963,3.4138,3.4087,3.4,3.4138,3.4163
4276,3.3862,3.3763,3.3925,3.3862,3.3975,3.3813,3.3825,3.3763,3.41,3.3875,3.395,3.4163,3.4087,3.4,3.4138,3.4175
4276.2,3.385,3.3763,3.3925,3.3862,3.3963,3.3825,3.3825,3.3763,3.41,3.3862,3.3938,3.4163,3.4087,3.3988,3.4138,3.4175
4276.4,3.3862,3.375,3.3925,3.385,3.3963,3.3825,3.3838,3.3763,3.41,3.385,3.3975,3.415,3.4075,3.4013,3.415,3.4163
4276.6,3.385,3.3763,3.3938,3.3862,3.3988,3.3813,3.3825,3.375,3.41,3.3838,3.3963,3.4138,3.4075,3.4,3.4138,3.4163
4276.8,3.385,3.3738,3.3938,3.385,3.3963,3.3813,3.3813,3.3775,3.4112,3.3838,3.3963,3.4138,3.41,3.4013,3.4125,3.4163
4277,3.3862,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.41,3.3862,3.395,3.415,3.4075,3.4,3.415,3.4163
4277.2,3.385,3.375,3.3938,3.3838,3.3963,3.3825,3.3825,3.3775,3.41,3.3862,3.395,3.415,3.4075,3.3988,3.4138,3.415
4277.4,3.385,3.3763,3.3925,3.385,3.3963,3.3825,3.3838,3.375,3.4112,3.3862,3.3963,3.415,3.4087,3.3988,3.4125,3.4175
4277.6,3.385,3.375,3.3925,3.385,3.3988,3.3813,3.3825,3.3763,3.4125,3.385,3.3975,3.415,3.4075,3.3988,3.4138,3.4163
4277.8,3.385,3.375,3.3925,3.385,3.3975,3.3838,3.3825,3.3763,3.4112,3.385,3.395,3.4175,3.4075,3.3975,3.4138,3.4163
4278,3.3862,3.3763,3.3925,3.3838,3.3963,3.3813,3.3838,3.3763,3.41,3.385,3.3963,3.415,3.4087,3.4013,3.4138,3.415
4278.2,3.3862,3.375,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.41,3.3862,3.395,3.4138,3.41,3.4,3.4138,3.4163
4278.4,3.385,3.3763,3.3925,3.385,3.3975,3.3825,3.3825,3.375,3.41,3.3838,3.3963,3.415,3.4062,3.4,3.4138,3.415
4278.6,3.3862,3.3763,3.3925,3.3862,3.3963,3.3825,3.3825,3.3763,3.41,3.3862,3.395,3.4175,3.4087,3.3988,3.4138,3.4175
4278.8,3.3862,3.3763,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.4112,3.385,3.3975,3.415,3.4062,3.4013,3.4138,3.4163
4279,3.385,3.3763,3.3938,3.385,3.3988,3.3813,3.3838,3.3763,3.4112,3.385,3.3963,3.4163,3.4075,3.3988,3.4163,3.4163
4279.2,3.385,3.375,3.3938,3.3862,3.3963,3.3825,3.3825,3.3763,3.4112,3.385,3.395,3.415,3.41,3.3988,3.4125,3.4175
4279.4,3.3862,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.375,3.4112,3.385,3.3963,3.4138,3.4087,3.4,3.4138,3.4163
4279.6,3.385,3.375,3.3925,3.385,3.3975,3.3825,3.3825,3.375,3.41,3.3838,3.3963,3.415,3.4075,3.4,3.4138,3.4175
4279.8,3.3862,3.375,3.3925,3.3862,3.3975,3.3813,3.3825,3.3763,3.4112,3.3862,3.3938,3.4163,3.4075,3.3975,3.4138,3.4163
4280,3.3862,3.3763,3.3925,3.385,3.3988,3.3813,3.3825,3.3775,3.41,3.385,3.3963,3.4175,3.4075,3.3988,3.4163,3.4163
4280.2,3.385,3.3775,3.3925,3.385,3.3963,3.3825,3.3838,3.3763,3.4125,3.385,3.395,3.4163,3.4075,3.4013,3.4138,3.415
4280.4,3.3838,3.3763,3.3925,3.385,3.3988,3.3813,3.3825,3.3763,3.41,3.385,3.3975,3.4163,3.4062,3.4,3.4163,3.4163
4280.6,3.385,3.3763,3.3938,3.3862,3.3988,3.38,3.3825,3.3763,3.4112,3.385,3.3975,3.415,3.4062,3.4013,3.415,3.415
4280.8,3.385,3.3763,3.3925,3.385,3.3963,3.3813,3.3825,3.3775,3.41,3.385,3.3963,3.415,3.4075,3.4013,3.4138,3.4163
4281,3.385,3.3763,3.3925,3.385,3.3963,3.3825,3.3825,3.3775,3.4112,3.385,3.3963,3.4163,3.4075,3.3988,3.4163,3.4175
4281.2,3.385,3.375,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.41,3.385,3.3963,3.415,3.4087,3.4013,3.4138,3.415
4281.4,3.3862,3.375,3.3925,3.385,3.3975,3.3825,3.3813,3.3763,3.4112,3.3838,3.3975,3.4163,3.4087,3.4,3.4138,3.4175
4281.6,3.3862,3.3763,3.3925,3.385,3.3975,3.3813,3.3813,3.3763,3.41,3.3838,3.3963,3.4138,3.4087,3.4013,3.4138,3.4163
4281.8,3.385,3.3763,3.3925,3.385,3.3975,3.3825,3.3838,3.3763,3.4087,3.3862,3.3963,3.4163,3.41,3.4,3.4138,3.4163
4282,3.3862,3.3763,3.3925,3.3862,3.3975,3.3825,3.3825,3.375,3.41,3.385,3.3963,3.415,3.41,3.4,3.4138,3.4163
4282.2,3.3862,3.375,3.3925,3.3838,3.3975,3.3813,3.3813,3.3763,3.41,3.385,3.395,3.4163,3.4075,3.3988,3.4163,3.4175
4282.4,3.3862,3.3763,3.3925,3.385,3.3963,3.3838,3.3838,3.3763,3.41,3.3838,3.3963,3.415,3.4075,3.4025,3.4138,3.415
4282.6,3.385,3.375,3.3925,3.3838,3.3963,3.3813,3.3813,3.3763,3.4087,3.3862,3.3938,3.415,3.4087,3.3988,3.4138,3.4163
4282.8,3.3862,3.3763,3.3925,3.385,3.3963,3.3825,3.3838,3.3763,3.41,3.385,3.3975,3.4163,3.4075,3.4,3.4163,3.4163
4283,3.385,3.375,3.3925,3.385,3.3963,3.3838,3.3825,3.3763,3.41,3.3875,3.395,3.4163,3.4075,3.3988,3.4138,3.4175
4283.2,3.385,3.3763,3.3938,3.385,3.3975,3.3825,3.3825,3.3775,3.41,3.385,3.395,3.415,3.4087,3.3988,3.4125,3.4175
4283.4,3.3862,3.375,3.3925,3.3862,3.3975,3.3825,3.3825,3.3763,3.4112,3.385,3.3975,3.4163,3.4075,3.4013,3.415,3.4163
4283.6,3.385,3.3775,3.3925,3.3862,3.3988,3.3813,3.3825,3.3763,3.41,3.3838,3.3975,3.415,3.4075,3.4013,3.415,3.4163
4283.8,3.3862,3.375,3.3925,3.3862,3.3975,3.3813,3.3825,3.3763,3.4112,3.385,3.3963,3.415,3.4062,3.3988,3.4163,3.4163
4284,3.3862,3.3763,3.3925,3.3838,3.3975,3.3825,3.3838,3.375,3.41,3.3862,3.395,3.4175,3.41,3.3988,3.4138,3.4188
4284.2,3.3862,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.3763,3.41,3.385,3.395,3.415,3.4087,3.4,3.4138,3.4175
4284.4,3.385,3.375,3.3938,3.3862,3.3963,3.3813,3.3825,3.3763,3.41,3.385,3.395,3.4138,3.4087,3.4,3.4125,3.4163
4284.6,3.3862,3.375,3.3925,3.3862,3.3963,3.3825,3.3825,3.3775,3.4112,3.385,3.395,3.4163,3.4075,3.3988,3.415,3.4175
4284.8,3.3862,3.3763,3.3925,3.3838,3.3963,3.3825,3.3825,3.3763,3.41,3.385,3.3963,3.415,3.41,3.4013,3.4138,3.4163
4285,3.3875,3.3763,3.3925,3.385,3.3975,3.3838,3.3838,3.3763,3.4112,3.385,3.3963,3.4138,3.4087,3.4,3.4125,3.4163
4285.2,3.3862,3.375,3.3925,3.3862,3.3963,3.3825,3.3838,3.3763,3.4112,3.385,3.395,3.4175,3.4075,3.3988,3.4125,3.4175
4285.4,3.3862,3.3763,3.3925,3.385,3.3963,3.3825,3.3825,3.3763,3.4112,3.385,3.3975,3.415,3.4062,3.4013,3.415,3.415
4285.6,3.385,3.3763,3.3925,3.385,3.3975,3.3813,3.3838,3.3775,3.4112,3.385,3.3963,3.415,3.4075,3.4013,3.4138,3.415
4285.8,3.3862,3.3763,3.3938,3.385,3.3963,3.3813,3.3825,3.3763,3.4112,3.385,3.3975,3.4163,3.4075,3.4025,3.4163,3.4163
4286,3.385,3.375,3.3925,3.385,3.3988,3.3813,3.3825,3.3763,3.4112,3.3862,3.395,3.415,3.4087,3.3988,3.4138,3.4188
4286.2,3.3862,3.3763,3.3925,3.3862,3.3975,3.3825,3.3825,3.3763,3.41,3.385,3.3963,3.415,3.41,3.4013,3.4138,3.4163
4286.4,3.3862,3.3763,3.3925,3.385,3.3988,3.3825,3.3838,3.3763,3.41,3.385,3.3963,3.4163,3.4075,3.3975,3.415,3.4175
4286.6,3.3862,3.3763,3.3925,3.385,3.3975,3.3813,3.3825,3.375,3.4112,3.385,3.3963,3.415,3.4075,3.4013,3.4138,3.415
4286.8,3.385,3.375,3.3938,3.385,3.3988,3.3825,3.3838,3.3763,3.4125,3.385,3.3963,3.4163,3.4062,3.3988,3.4163,3.4163
4287,3.385,3.3763,3.3938,3.3862,3.3975,3.3813,3.3838,3.3763,3.4112,3.385,3.3963,3.415,3.4062,3.3988,3.4163,3.4163
4287.2,3.3862,3.375,3.3912,3.385,3.3988,3.3813,3.3838,3.3763,3.4112,3.385,3.3963,3.415,3.4075,3.4013,3.4138,3.415
4287.4,3.385,3.375,3.3925,3.3862,3.3975,3.3838,3.3825,3.3763,3.4112,3.385,3.3963,3.415,3.41,3.4,3.4138,3.4175
4287.6,3.3838,3.3763,3.3925,3.385,3.3988,3.3813,3.3813,3.3763,3.4125,3.385,3.3963,3.4175,3.4087,3.3988,3.415,3.4163
4287.8,3.3862,3.3763,3.3938,3.385,3.3963,3.3825,3.3825,3.3775,3.4112,3.3838,3.3963,3.415,3.4087,3.4,3.4138,3.4175
4288,3.385,3.3763,3.3938,3.385,3.3975,3.3825,3.3825,3.3763,3.4125,3.385,3.3975,3.4175,3.4075,3.3988,3.4163,3.4175
4288.2,3.3862,3.3763,3.3925,3.3862,3.3963,3.3825,3.3838,3.3763,3.4112,3.385,3.3975,3.415,3.4062,3.4013,3.4163,3.4163
4288.4,3.3862,3.3763,3.3925,3.3862,3.3975,3.3813,3.3825,3.3763,3.4125,3.385,3.3963,3.4163,3.4075,3.3988,3.4163,3.4163
4288.6,3.385,3.375,3.3938,3.3862,3.3975,3.3813,3.3825,3.3775,3.41,3.3838,3.3963,3.415,3.4087,3.4013,3.4138,3.4163
4288.8,3.3875,3.3763,3.3925,3.385,3.3963,3.3825,3.3825,3.3763,3.4112,3.385,3.3963,3.415,3.4075,3.4013,3.415,3.415
4289,3.3862,3.375,3.395,3.3862,3.3963,3.3825,3.3825,3.375,3.4112,3.3862,3.395,3.4163,3.4087,3.3988,3.4138,3.4188
4289.2,3.385,3.3763,3.3938,3.385,3.3975,3.3825,3.3838,3.3763,3.4087,3.3862,3.395,3.4163,3.4087,3.4,3.4163,3.4175
4289.4,3.3862,3.375,3.3925,3.3862,3.3975,3.3825,3.3838,3.375,3.41,3.385,3.395,3.4138,3.4087,3.4,3.4138,3.4163
4289.6,3.385,3.3763,3.3938,3.3838,3.3963,3.3825,3.3825,3.3775,3.41,3.385,3.3963,3.4175,3.4087,3.3988,3.415,3.4163
4289.8,3.3875,3.3763,3.3925,3.385,3.3975,3.3825,3.3838,3.3763,3.4112,3.385,3.3963,3.4138,3.4087,3.4,3.4125,3.415
4290,3.385,3.3763,3.3925,3.3862,3.3988,3.3825,3.3825,3.375,3.4112,3.385,3.3975,3.415,3.4062,3.3988,3.4163,3.4175
4290.2,3.3862,3.3763,3.3912,3.3862,3.3975,3.3825,3.3825,3.375,3.41,3.385,3.3963,3.4175,3.4087,3.3988,3.415,3.4163
4290.4,3.385,3.3763,3.3938,3.385,3.3963,3.3838,3.3825,3.3763,3.41,3.3862,3.395,3.4163,3.4087,3.4,3.415,3.4175
4290.6,3.385,3.375,3.3925,3.385,3.3963,3.3825,3.3838,3.3775,3.4112,3.385,3.3988,3.415,3.4062,3.4,3.415,3.4163
4290.8,3.385,3.3763,3.3938,3.385,3.3963,3.3825,3.3825,3.3763,3.41,3.3838,3.3963,3.4163,3.41,3.3988,3.4125,3.4175
4291,3.3862,3.3775,3.3938,3.3862,3.3975,3.3813,3.3825,3.3763,3.4125,3.3862,3.3975,3.4163,3.4062,3.3988,3.4163,3.4163
4291.2,3.3862,3.3763,3.3925,3.385,3.4,3.3825,3.3825,3.3763,3.4112,3.385,3.3963,3.4163,3.4075,3.4013,3.415,3.415
4291.4,3.3862,3.375,3.3925,3.3862,3.3975,3.3825,3.3825,3.375,3.4125,3.385,3.3963,3.415,3.4087,3.4013,3.4138,3.415
4291.6,3.3862,3.3763,3.395,3.385,3.3963,3.3825,3.3813,3.3763,3.41,3.3838,3.3975,3.415,3.4075,3.4013,3.415,3.415
4291.8,3.385,3.375,3.3938,3.385,3.3975,3.3813,3.3825,3.3763,3.4112,3.385,3.3963,3.4163,3.41,3.4,3.4138,3.4175
4292,3.3862,3.3763,3.3938,3.3862,3.3963,3.3825,3.3825,3.3775,3.4112,3.385,3.3963,3.415,3.4075,3.4013,3.4138,3.415
4292.2,3.385,3.3763,3.3925,3.3862,3.3975,3.3825,3.3838,3.3763,3.41,3.385,3.3963,3.4175,3.4075,3.3988,3.4163,3.4163
